"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"99","Sacramento, CA","Phoenix, AZ","Blue",59,"Male",1,2004,28,-0.6,"Business travel",0,0,70,"Business",7,"3/7/14","WN","Cheapseats Airlines Inc.","Arizona","California",18,1,0,"No",107,647,9,-111.97,33.4941,-121.3247,38.6386,NA
"100","Providence, RI","Washington, DC","Blue",38,"Female",1,2003,17,0,"Personal Travel",3,60,95,"Eco",9,"3/9/14","EV","FlyFast Airways Inc.","Virginia","Rhode Island",18,13,11,"No",60,372,3,-77.1897,38.8974,-71.3974,41.7763,NA
"101","St. Louis, MO","Chicago, IL","Blue",28,"Female",1,2003,25,0.0196,"Personal Travel",2,0,70,"Eco",10,"1/10/14","WN","Cheapseats Airlines Inc.","Illinois","Missouri",7,NA,NA,"Yes",NA,251,4,-87.8954,41.8271,-90.3409,38.6307,NA
"102","Buffalo, NY","Charlotte, NC","Silver",56,"Female",1,2007,4,-0.3333,"Business travel",0,0,40,"Eco",23,"2/23/14","US","Southeast Airlines Co.","North Carolina","New York",16,55,42,"No",76,546,9,-80.8158,35.2497,-78.8237,42.9249,NA
"103","Houston, TX","Denver, CO","Silver",80,"Male",2,2011,46,-0.8039,"Personal Travel",0,0,90,"Eco",28,"1/28/14","WN","Cheapseats Airlines Inc.","Colorado","Texas",14,12,0,"No",106,883,9,-104.9551,39.7108,-95.3935,29.7843,NA
"104","Austin, TX","Baltimore, MD","Blue",46,"Male",1,2003,68,-0.8889,"Business travel",0,10,50,"Eco",13,"2/13/14","WN","Cheapseats Airlines Inc.","Maryland","Texas",9,NA,NA,"Yes",NA,1342,7,-76.6478,39.2341,-97.7615,30.3585,NA
"105","Salt Lake City, UT","Sacramento, CA","Blue",25,"Female",1,2003,14,0.3636,"Personal Travel",1,0,60,"Eco",12,"3/12/14","DL","Sigma Airlines Inc.","California","Utah",6,0,7,"No",83,532,4,-121.3247,38.6386,-111.9295,40.6408,NA
"106","Houston, TX","Orlando, FL","Blue",33,"Female",2,2010,22,-0.8333,"Business travel",1,0,40,"Eco",2,"3/2/14","OU","Oursin Airlines Inc.","Florida","Texas",15,NA,NA,"Yes",NA,854,8,-81.4112,28.5844,-95.3935,29.7843,NA
"107","Miami, FL","Washington, DC","Blue",56,"Female",1,2008,12,-0.0909,"Business travel",0,60,40,"Eco",6,"3/6/14","AA","Paul Smith Airlines Inc.","Virginia","Florida",6,0,8,"No",146,919,7,-77.1897,38.8974,-80.2314,26.1756,NA
"108","Denver, CO","Houston, TX","Silver",52,"Female",1,2011,16,-0.3333,"Personal Travel",1,20,40,"Eco",25,"3/25/14","OU","Oursin Airlines Inc.","Texas","Colorado",21,1,0,"No",117,862,5,-95.3935,29.7843,-104.9551,39.7108,NA
"109","Tucson, AZ","Chicago, IL","Platinum",33,"Male",1,2012,21,-0.68,"Business travel",0,0,60,"Eco Plus",2,"1/2/14","WN","Cheapseats Airlines Inc.","Illinois","Arizona",8,57,105,"No",189,1440,10,-87.8954,41.8271,-110.9461,32.2549,NA
"110","Boston, MA","Orlando, FL","Blue",61,"Female",2,2010,22,-0.5714,"Mileage tickets",0,0,20,"Eco",7,"2/7/14","DL","Sigma Airlines Inc.","Florida","Massachusetts",11,6,0,"No",134,1121,7,-81.4112,28.5844,-71.1407,42.3731,NA
"111","Chicago, IL","Cleveland, OH","Blue",34,"Male",1,2011,2,0.8621,"Business travel",1,0,330,"Eco Plus",5,"3/5/14","OO","Northwest Business Airlines Inc.","Ohio","Illinois",20,0,0,"No",61,315,8,-81.6054,41.4436,-87.8954,41.8271,NA
"112","Hartford, CT","Washington, DC","Blue",51,"Female",1,2004,1,0.75,"Business travel",1,0,30,"Eco Plus",23,"1/23/14","EV","FlyFast Airways Inc.","Virginia","Connecticut",17,15,13,"No",51,326,1,-77.1897,38.8974,-72.6988,41.7401,NA
"113","Las Vegas, NV","Los Angeles, CA","Blue",52,"Male",2,2012,32,-0.5238,"Business travel",2,120,30,"Business",25,"3/25/14","AA","Paul Smith Airlines Inc.","California","Nevada",11,3,0,"No",44,236,8,-118.1043,33.9827,-115.1672,36.1349,NA
"114","Denver, CO","Tulsa, OK","Gold",40,"Male",1,2009,18,-0.6364,"Business travel",0,0,30,"Eco",20,"3/20/14","EV","FlyFast Airways Inc.","Oklahoma","Colorado",17,0,8,"No",88,541,9,-95.9013,36.1054,-104.9551,39.7108,NA
"115","Washington, DC","Charlotte, NC","Blue",26,"Female",2,2007,8,0.3846,"Business travel",1,0,20,"Eco",28,"3/28/14","US","Southeast Airlines Co.","North Carolina","Virginia",7,0,0,"No",55,331,8,-80.8158,35.2497,-77.1897,38.8974,NA
"116","Albuquerque, NM","Los Angeles, CA","Blue",32,"Female",1,2003,12,0.1429,"Personal Travel",1,0,150,"Eco",14,"3/14/14","OO","Northwest Business Airlines Inc.","California","New Mexico",9,0,5,"No",92,677,9,-118.1043,33.9827,-106.6281,35.1434,NA
"117","Tampa, FL","Atlanta, GA","Blue",44,"Male",1,2003,2,0.8824,"Business travel",2,10,50,"Eco",8,"1/8/14","FL","FlyHere Airways","Georgia","Florida",18,19,13,"No",62,406,9,-84.3319,33.8241,-82.5132,28.0062,NA
"118","Miami, FL","Indianapolis, IN","Blue",73,"Male",1,2006,26,-0.4444,"Personal Travel",0,0,130,"Eco",1,"3/1/14","MQ","EnjoyFlying Air Services","Indiana","Florida",18,0,0,"No",127,1020,4,-86.1455,39.8113,-80.2314,26.1756,NA
"119","New Orleans, LA","Kansas City, MO","Blue",41,"Female",1,2004,28,-0.8065,"Business travel",4,25,35,"Eco",19,"1/19/14","WN","Cheapseats Airlines Inc.","Missouri","Louisiana",11,0,0,"No",93,689,8,-94.5949,39.0398,-90.1437,29.9547,NA
"120","Dayton, OH","Chicago, IL","Blue",47,"Female",3,2009,38,-0.9,"Personal Travel",0,0,0,"Eco",12,"3/12/14","MQ","EnjoyFlying Air Services","Illinois","Ohio",13,55,59,"No",50,240,3,-87.8954,41.8271,-84.1671,39.7549,NA
"121","Atlanta, GA","Panama City, FL","Gold",52,"Female",1,2008,1,0.8,"Business travel",0,10,50,"Eco",7,"2/7/14","DL","Sigma Airlines Inc.","Florida","Georgia",7,0,5,"No",38,240,9,-85.6773,30.1941,-84.3319,33.8241,NA
"122","Atlanta, GA","South Bend, IN","Blue",50,"Female",1,2005,6,-0.2,"Business travel",0,0,40,"Eco Plus",31,"3/31/14","OO","Northwest Business Airlines Inc.","Indiana","Georgia",17,0,0,"No",85,566,9,-86.2017,41.7144,-84.3319,33.8241,NA
"123","Dallas, TX","El Paso, TX","Gold",60,"Female",1,2009,24,-0.5484,"Personal Travel",0,0,30,"Eco",5,"2/5/14","WN","Cheapseats Airlines Inc.","Texas","Texas",12,16,7,"No",73,562,2,-106.389,31.7802,-96.972,32.8127,NA
"124","Billings, MT","Salt Lake City, UT","Blue",70,"Female",1,2011,55,-0.7742,"Personal Travel",1,0,30,"Eco",27,"2/27/14","OO","Northwest Business Airlines Inc.","Utah","Montana",21,0,0,"No",57,387,7,-111.9295,40.6408,-108.5318,45.7913,NA
"125","Atlanta, GA","Asheville, NC","Silver",28,"Male",1,2008,1,0.5,"Business travel",0,0,70,"Eco",18,"1/18/14","DL","Sigma Airlines Inc.","North Carolina","Georgia",7,10,7,"No",33,164,9,-82.6642,35.5371,-84.3319,33.8241,NA
"126","Atlanta, GA","Little Rock, AR","Blue",65,"Male",1,2007,30,-0.875,"Mileage tickets",0,0,90,"Eco",16,"3/16/14","DL","Sigma Airlines Inc.","Arkansas","Georgia",8,0,0,"No",58,453,10,-92.3212,34.7566,-84.3319,33.8241,NA
"127","Los Angeles, CA","Colorado Springs, CO","Blue",50,"Female",1,2008,43,-0.7551,"Business travel",0,134,90,"Eco",26,"3/26/14","OO","Northwest Business Airlines Inc.","Colorado","California",6,0,0,"No",126,833,10,-104.7706,38.873,-118.1043,33.9827,NA
"128","Brownsville, TX","Houston, TX","Silver",75,"Male",1,2010,32,-0.8824,"Personal Travel",0,0,125,"Eco",26,"1/26/14","EV","FlyFast Airways Inc.","Texas","Texas",14,0,0,"No",49,308,4,-95.3935,29.7843,-97.4736,25.9664,NA
"129","Baltimore, MD","Atlanta, GA","Blue",23,"Female",2,2011,39,-0.3448,"Mileage tickets",1,0,59,"Eco Plus",16,"3/16/14","DL","Sigma Airlines Inc.","Georgia","Maryland",19,17,18,"No",79,577,7,-84.3319,33.8241,-76.6478,39.2341,NA
"130","Pittsburgh, PA","Charlotte, NC","Silver",29,"Female",1,2005,17,0.4603,"Personal Travel",2,41,105,"Eco",25,"3/25/14","US","Southeast Airlines Co.","North Carolina","Pennsylvania",18,1,0,"No",57,366,10,-80.8158,35.2497,-79.951,40.457,NA
"131","Denver, CO","St. Louis, MO","Blue",65,"Male",2,2012,25,-0.8519,"Business travel",0,140,30,"Eco",6,"1/6/14","WN","Cheapseats Airlines Inc.","Missouri","Colorado",6,32,35,"No",119,770,7,-90.3409,38.6307,-104.9551,39.7108,NA
"132","Las Vegas, NV","Los Angeles, CA","Blue",43,"Female",2,2008,38,-0.9,"Personal Travel",0,0,30,"Eco",30,"3/30/14","AA","Paul Smith Airlines Inc.","California","Nevada",16,0,0,"No",38,236,7,-118.1043,33.9827,-115.1672,36.1349,NA
"133","San Diego, CA","Denver, CO","Blue",41,"Female",2,2006,5,0.3333,"Personal Travel",2,120,65,"Eco",21,"3/21/14","WN","Cheapseats Airlines Inc.","Colorado","California",20,1,7,"No",121,853,4,-104.9551,39.7108,-117.1288,32.9287,NA
"134","San Francisco, CA","Kansas City, MO","Silver",42,"Female",1,2005,4,-0.1429,"Business travel",0,15,60,"Eco Plus",12,"3/12/14","OO","Northwest Business Airlines Inc.","Missouri","California",6,1,0,"No",198,1499,10,-94.5949,39.0398,-122.1585,37.6712,NA
"135","Chicago, IL","New York, NY","Blue",30,"Female",1,2003,26,-0.2093,"Business travel",2,0,60,"Business",27,"3/27/14","WN","Cheapseats Airlines Inc.","New York","Illinois",13,0,0,"No",117,725,10,-73.9702,40.7184,-87.8954,41.8271,NA
"136","New York, NY","Atlanta, GA","Gold",79,"Female",2,2009,21,-0.3548,"Personal Travel",0,30,55,"Eco",5,"2/5/14","FL","FlyHere Airways","Georgia","New York",11,NA,NA,"Yes",NA,762,7,-84.3319,33.8241,-73.9702,40.7184,NA
"137","Charlotte, NC","Tampa, FL","Blue",38,"Male",2,2011,26,-0.5294,"Business travel",0,60,20,"Eco",12,"3/12/14","US","Southeast Airlines Co.","Florida","North Carolina",19,1,8,"No",75,507,6,-82.5132,28.0062,-80.8158,35.2497,NA
"138","Salt Lake City, UT","Los Angeles, CA","Gold",67,"Male",1,2011,33,-0.5349,"Mileage tickets",0,30,150,"Eco",5,"1/5/14","OO","Northwest Business Airlines Inc.","California","Utah",21,31,22,"No",83,590,7,-118.1043,33.9827,-111.9295,40.6408,NA
"139","Phoenix, AZ","St. Louis, MO","Silver",33,"Female",1,2006,18,-0.2857,"Business travel",2,65,75,"Eco",16,"3/16/14","WN","Cheapseats Airlines Inc.","Missouri","Arizona",17,2,0,"No",156,1262,10,-90.3409,38.6307,-111.97,33.4941,NA
"140","Atlanta, GA","New York, NY","Blue",85,"Female",2,2005,41,-0.7447,"Personal Travel",0,0,50,"Eco",3,"2/3/14","MQ","EnjoyFlying Air Services","New York","Georgia",12,NA,NA,"Yes",NA,762,7,-73.9702,40.7184,-84.3319,33.8241,NA
"141","San Francisco, CA","Seattle, WA","Silver",39,"Male",1,2003,18,0.3208,"Business travel",1,45,105,"Eco",12,"2/12/14","VX","Cool&Young Airlines Inc.","Washington","California",6,0,5,"No",117,679,10,-122.2747,47.4684,-122.1585,37.6712,NA
"142","Chicago, IL","Wichita, KS","Blue",48,"Female",2,2011,6,0.2,"Business travel",0,0,45,"Eco",6,"2/6/14","MQ","EnjoyFlying Air Services","Kansas","Illinois",6,0,0,"No",86,588,7,-97.3273,37.6797,-87.8954,41.8271,NA
"143","New York, NY","Boston, MA","Blue",18,"Female",1,2008,20,-0.0256,"Personal Travel",1,20,30,"Eco",26,"2/26/14","B6","OnlyJets Airlines Inc.","Massachusetts","New York",17,0,0,"No",46,187,6,-71.1407,42.3731,-73.9702,40.7184,NA
"144","Orlando, FL","San Antonio, TX","Blue",19,"Female",2,2004,1,0.7143,"Business travel",1,370,100,"Eco",18,"2/18/14","WN","Cheapseats Airlines Inc.","Texas","Florida",12,31,23,"No",124,1041,6,-98.4754,29.5144,-81.4112,28.5844,NA
"145","Des Moines, IA","Houston, TX","Gold",58,"Female",1,2012,10,-0.0526,"Business travel",0,170,210,"Eco",27,"3/27/14","EV","FlyFast Airways Inc.","Texas","Iowa",15,15,6,"No",109,802,5,-95.3935,29.7843,-93.6561,41.6194,NA
"146","Atlanta, GA","Milwaukee, WI","Blue",32,"Male",1,2011,1,0.9231,"Business travel",1,0,15,"Eco",31,"1/31/14","DL","Sigma Airlines Inc.","Wisconsin","Georgia",16,64,64,"No",91,669,9,-88.1005,43.0557,-84.3319,33.8241,NA
"147","Houston, TX","Kansas City, MO","Blue",54,"Female",1,2008,7,-0.5556,"Business travel",0,0,90,"Eco",31,"1/31/14","OO","Northwest Business Airlines Inc.","Missouri","Texas",18,0,21,"No",114,643,8,-94.5949,39.0398,-95.3935,29.7843,NA
"148","Washington, DC","Denver, CO","Blue",36,"Female",2,2012,35,-0.5556,"Business travel",2,0,30,"Business",21,"3/21/14","OU","Oursin Airlines Inc.","Colorado","Virginia",16,11,0,"No",154,1452,9,-104.9551,39.7108,-77.1897,38.8974,NA
"149","Chicago, IL","Portland, OR","Blue",16,"Female",1,2003,13,-0.7333,"Business travel",2,240,130,"Eco",11,"1/11/14","AA","Paul Smith Airlines Inc.","Oregon","Illinois",13,0,0,"No",201,1739,9,-122.6511,45.5204,-87.8954,41.8271,NA
"150","Santa Barbara, CA","Los Angeles, CA","Silver",50,"Female",1,2006,17,-0.4167,"Business travel",0,0,80,"Business",30,"3/30/14","OO","Northwest Business Airlines Inc.","California","California",11,0,0,"No",19,89,9,-118.1043,33.9827,-119.7241,34.4275,NA
"151","Denver, CO","Tampa, FL","Blue",22,"Male",1,2003,33,-0.7368,"Business travel",1,15,110,"Business",4,"1/4/14","OU","Oursin Airlines Inc.","Florida","Colorado",8,92,69,"No",201,1506,10,-82.5132,28.0062,-104.9551,39.7108,NA
"152","Reno, NV","Salt Lake City, UT","Blue",44,"Female",2,2005,26,-0.7333,"Business travel",0,75,35,"Eco",18,"1/18/14","DL","Sigma Airlines Inc.","Utah","Nevada",15,0,0,"No",59,422,9,-111.9295,40.6408,-119.7959,39.5326,NA
"153","Chicago, IL","Des Moines, IA","Gold",51,"Female",1,2012,32,-0.8824,"Personal Travel",1,0,85,"Eco Plus",21,"3/21/14","MQ","EnjoyFlying Air Services","Iowa","Illinois",10,0,0,"No",48,299,8,-93.6561,41.6194,-87.8954,41.8271,NA
"154","Madison, WI","Detroit, MI","Blue",34,"Female",1,2007,2,0.6,"Business travel",0,5,60,"Eco",25,"3/25/14","DL","Sigma Airlines Inc.","Michigan","Wisconsin",13,0,0,"No",52,311,9,-83.2276,42.49,-89.4299,43.0874,NA
"155","Eugene, OR","Los Angeles, CA","Blue",57,"Female",1,2010,29,-0.8125,"Personal Travel",1,30,85,"Eco",23,"1/23/14","OO","Northwest Business Airlines Inc.","California","Oregon",10,0,0,"No",106,748,8,-118.1043,33.9827,-123.0766,44.066,NA
"156","San Francisco, CA","New Orleans, LA","Blue",30,"Female",1,2008,8,0.4286,"Mileage tickets",1,30,120,"Eco Plus",31,"1/31/14","OU","Oursin Airlines Inc.","Louisiana","California",17,0,0,"No",272,1911,10,-90.1437,29.9547,-122.1585,37.6712,NA
"157","Phoenix, AZ","Minneapolis, MN","Blue",80,"Female",1,2005,31,-0.8788,"Business travel",0,0,75,"Eco",1,"2/1/14","US","Southeast Airlines Co.","Minnesota","Arizona",17,0,0,"No",187,1276,7,-93.2798,44.9782,-111.97,33.4941,NA
"158","Durango, CO","Denver, CO","Silver",44,"Female",1,2012,17,0.0811,"Business travel",1,20,40,"Business",20,"1/20/14","EV","FlyFast Airways Inc.","Colorado","Colorado",22,10,0,"No",42,251,7,-104.9551,39.7108,-107.87,37.2891,NA
"159","Los Angeles, CA","Las Vegas, NV","Gold",68,"Female",1,2007,28,-0.4737,"Personal Travel",0,30,50,"Eco",26,"1/26/14","AA","Paul Smith Airlines Inc.","Nevada","California",9,0,0,"No",41,236,7,-115.1672,36.1349,-118.1043,33.9827,NA
"160","Memphis, TN","Atlanta, GA","Blue",38,"Male",1,2005,39,0.0127,"Business travel",2,0,180,"Eco",17,"2/17/14","DL","Sigma Airlines Inc.","Georgia","Tennessee",13,0,0,"No",65,332,10,-84.3319,33.8241,-89.9179,35.0951,NA
"161","Charlotte, NC","Tampa, FL","Gold",60,"Female",1,2012,21,-0.4483,"Business travel",0,20,120,"Business",18,"1/18/14","US","Southeast Airlines Co.","Florida","North Carolina",8,0,8,"No",73,507,9,-82.5132,28.0062,-80.8158,35.2497,NA
"162","Salt Lake City, UT","Great Falls, MT","Blue",57,"Female",2,2011,29,-0.5676,"Personal Travel",0,15,15,"Eco",11,"3/11/14","OO","Northwest Business Airlines Inc.","Montana","Utah",6,0,0,"No",72,463,3,-111.2843,47.5014,-111.9295,40.6408,NA
"163","Los Angeles, CA","San Diego, CA","Blue",23,"Female",1,2003,20,-0.4286,"Business travel",0,0,5,"Eco",29,"3/29/14","OO","Northwest Business Airlines Inc.","California","California",20,0,0,"No",28,109,8,-117.1288,32.9287,-118.1043,33.9827,NA
"164","Houston, TX","Atlanta, GA","Blue",56,"Female",1,2004,30,-0.7143,"Business travel",0,0,180,"Eco",4,"2/4/14","WN","Cheapseats Airlines Inc.","Georgia","Texas",12,0,0,"No",126,696,7,-84.3319,33.8241,-95.3935,29.7843,NA
"165","Boston, MA","New York, NY","Blue",39,"Female",2,2012,14,0.3913,"Business travel",1,0,30,"Eco",12,"2/12/14","B6","OnlyJets Airlines Inc.","New York","Massachusetts",22,22,32,"No",31,187,7,-73.9702,40.7184,-71.1407,42.3731,NA
"166","San Diego, CA","Houston, TX","Silver",29,"Male",1,2012,24,-0.4545,"Business travel",0,0,15,"Eco",16,"3/16/14","OU","Oursin Airlines Inc.","Texas","California",12,0,0,"No",170,1303,7,-95.3935,29.7843,-117.1288,32.9287,NA
"167","Salt Lake City, UT","Indianapolis, IN","Blue",73,"Female",2,2011,25,-0.7857,"Personal Travel",1,0,135,"Eco Plus",3,"2/3/14","DL","Sigma Airlines Inc.","Indiana","Utah",17,0,0,"No",211,1355,8,-86.1455,39.8113,-111.9295,40.6408,NA
"168","Chicago, IL","Houston, TX","Blue",59,"Male",2,2008,17,-0.7895,"Business travel",1,73,180,"Eco",7,"3/7/14","MQ","EnjoyFlying Air Services","Texas","Illinois",11,0,9,"No",119,925,1,-95.3935,29.7843,-87.8954,41.8271,NA
"169","Pittsburgh, PA","Charlotte, NC","Blue",22,"Female",2,2003,8,0.6522,"Mileage tickets",2,50,0,"Eco",3,"1/3/14","US","Southeast Airlines Co.","North Carolina","Pennsylvania",8,0,0,"No",63,366,6,-80.8158,35.2497,-79.951,40.457,NA
"170","Seattle, WA","Los Angeles, CA","Blue",61,"Female",1,2006,15,-0.6667,"Personal Travel",0,0,60,"Eco",25,"1/25/14","AS","FlyToSun Airlines Inc.","California","Washington",14,0,0,"No",131,954,7,-118.1043,33.9827,-122.2747,47.4684,NA
"171","Dallas, TX","Lubbock, TX","Blue",34,"Female",1,2004,26,0.0545,"Personal Travel",3,5,65,"Eco",9,"3/9/14","WN","Cheapseats Airlines Inc.","Texas","Texas",16,0,0,"No",51,293,2,-101.8932,33.5592,-96.972,32.8127,NA
"172","Denver, CO","Philadelphia, PA","Silver",50,"Female",1,2009,11,-0.1579,"Business travel",0,0,25,"Eco",4,"3/4/14","US","Southeast Airlines Co.","Pennsylvania","Colorado",7,0,0,"No",225,1558,8,-75.2984,39.9733,-104.9551,39.7108,NA
"173","Anchorage, AK","Seattle, WA","Silver",50,"Female",2,2003,26,-0.9259,"Personal Travel",0,15,45,"Eco",9,"3/9/14","AS","FlyToSun Airlines Inc.","Washington","Alaska",14,0,2,"No",200,1448,9,-122.2747,47.4684,-149.8472,61.1679,NA
"174","Miami, FL","Philadelphia, PA","Gold",31,"Female",1,2008,12,-0.0435,"Business travel",1,45,75,"Eco",11,"3/11/14","AA","Paul Smith Airlines Inc.","Pennsylvania","Florida",12,0,0,"No",140,1013,10,-75.2984,39.9733,-80.2314,26.1756,NA
"175","Austin, TX","Houston, TX","Blue",77,"Female",1,2006,28,-0.75,"Personal Travel",0,15,70,"Eco",6,"3/6/14","OU","Oursin Airlines Inc.","Texas","Texas",19,4,0,"No",27,140,1,-95.3935,29.7843,-97.7615,30.3585,NA
"176","Seattle, WA","Juneau, AK","Blue",31,"Female",1,2011,12,0.1111,"Mileage tickets",2,0,30,"Eco Plus",15,"3/15/14","AS","FlyToSun Airlines Inc.","Alaska","Washington",20,0,1,"No",122,909,9,-134.5828,58.3523,-122.2747,47.4684,NA
"177","Washington, DC","Hartford, CT","Blue",69,"Female",2,2011,11,-0.2222,"Personal Travel",0,45,105,"Eco",3,"1/3/14","OU","Oursin Airlines Inc.","Connecticut","Virginia",19,202,205,"No",58,326,5,-72.6988,41.7401,-77.1897,38.8974,NA
"178","St. Louis, MO","Dallas, TX","Blue",65,"Male",1,2011,50,-0.9608,"Personal Travel",0,0,30,"Eco",4,"1/4/14","WN","Cheapseats Airlines Inc.","Texas","Missouri",16,33,30,"No",73,546,2,-96.972,32.8127,-90.3409,38.6307,NA
"179","El Paso, TX","Dallas, TX","Blue",47,"Male",1,2012,8,-0.2308,"Business travel",0,25,25,"Eco",1,"1/1/14","WN","Cheapseats Airlines Inc.","Texas","Texas",10,0,0,"No",84,562,7,-96.972,32.8127,-106.389,31.7802,NA
"180","Brainerd, MN","Minneapolis, MN","Gold",70,"Male",2,2006,37,-0.6444,"Personal Travel",0,20,35,"Eco",7,"3/7/14","OO","Northwest Business Airlines Inc.","Minnesota","Minnesota",14,0,0,"No",29,114,6,-93.2798,44.9782,-94.2196,46.3588,NA
"181","Denver, CO","Springfield, MO","Blue",22,"Female",2,2010,11,-0.2941,"Business travel",0,120,150,"Eco",10,"1/10/14","OO","Northwest Business Airlines Inc.","Missouri","Colorado",13,1,0,"No",99,637,9,-93.2871,37.1489,-104.9551,39.7108,NA
"182","Salt Lake City, UT","Denver, CO","Blue",35,"Male",2,2010,21,-0.8261,"Business travel",1,0,60,"Eco",3,"1/3/14","F9","GoingNorth Airlines Inc.","Colorado","Utah",14,43,42,"No",66,391,4,-104.9551,39.7108,-111.9295,40.6408,NA
"183","Phoenix, AZ","Austin, TX","Gold",50,"Female",1,2003,18,-0.3846,"Mileage tickets",1,0,180,"Eco",17,"3/17/14","WN","Cheapseats Airlines Inc.","Texas","Arizona",19,14,10,"No",133,872,4,-97.7615,30.3585,-111.97,33.4941,NA
"184","Denver, CO","Los Angeles, CA","Platinum",34,"Male",2,2003,32,0.0448,"Business travel",3,45,15,"Business",24,"3/24/14","OU","Oursin Airlines Inc.","California","Colorado",18,0,2,"No",115,862,8,-118.1043,33.9827,-104.9551,39.7108,NA
"185","Boston, MA","New York, NY","Blue",17,"Female",2,2010,0,1,"Personal Travel",4,300,90,"Eco",21,"1/21/14","US","Southeast Airlines Co.","New York","Massachusetts",20,NA,NA,"Yes",NA,184,8,-73.9702,40.7184,-71.1407,42.3731,NA
"186","Fairbanks, AK","Seattle, WA","Blue",28,"Female",2,2011,8,0.3043,"Mileage tickets",2,0,30,"Eco Plus",14,"2/14/14","AS","FlyToSun Airlines Inc.","Washington","Alaska",13,2,0,"No",195,1533,7,-122.2747,47.4684,-147.7057,64.802,NA
"187","Atlanta, GA","Chicago, IL","Silver",52,"Male",1,2008,58,-0.8125,"Business travel",0,0,30,"Eco Plus",28,"3/28/14","FL","FlyHere Airways","Illinois","Georgia",14,3,1,"No",91,591,9,-87.8954,41.8271,-84.3319,33.8241,NA
"188","Minneapolis, MN","Milwaukee, WI","Blue",55,"Male",1,2005,10,0.1667,"Business travel",4,0,64,"Eco",30,"3/30/14","DL","Sigma Airlines Inc.","Wisconsin","Minnesota",19,0,0,"No",51,297,9,-88.1005,43.0557,-93.2798,44.9782,NA
"189","Chicago, IL","St. Louis, MO","Gold",47,"Female",1,2012,0,1,"Business travel",0,25,130,"Eco",13,"1/13/14","WN","Cheapseats Airlines Inc.","Missouri","Illinois",6,0,0,"No",44,251,9,-90.3409,38.6307,-87.8954,41.8271,NA
"190","Manchester, NH","Tampa, FL","Blue",38,"Female",1,2010,13,-0.7333,"Business travel",2,0,115,"Eco",14,"3/14/14","WN","Cheapseats Airlines Inc.","Florida","New Hampshire",9,4,0,"No",152,1204,10,-82.5132,28.0062,-71.4797,42.991,NA
"191","Denver, CO","Los Angeles, CA","Blue",42,"Male",2,2007,18,-0.3333,"Business travel",3,0,52,"Eco",13,"1/13/14","MQ","EnjoyFlying Air Services","California","Colorado",15,63,53,"No",113,862,9,-118.1043,33.9827,-104.9551,39.7108,NA
"192","Los Angeles, CA","San Jose, CA","Blue",56,"Male",1,2009,15,-0.5789,"Business travel",0,10,30,"Eco",4,"2/4/14","OO","Northwest Business Airlines Inc.","California","California",19,0,0,"No",51,308,9,-121.9451,37.3298,-118.1043,33.9827,NA
"193","Orlando, FL","New York, NY","Blue",56,"Female",2,2011,11,-0.4667,"Business travel",0,0,152,"Eco",31,"3/31/14","B6","OnlyJets Airlines Inc.","New York","Florida",8,0,24,"No",127,944,7,-73.9702,40.7184,-81.4112,28.5844,NA
