Destination.City,Origin.City,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,Flights.Per.Year,Loyalty,Type.of.Travel,Total.Freq.Flyer.Accts,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Partner.Code,Partner.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Likelihood.to.recommend,olong,olat,dlong,dlat
Denver,Tulsa,Gold,40,Male,1,2009,18,-0.6364,Business travel,0,0,30,Eco,20,3/20/14,EV,FlyFast Airways Inc.,Oklahoma,Colorado,17,0,8,No,88,541,9,-95.9013,36.1054,-104.9551,39.7108
Washington,Charlotte,Blue,26,Female,2,2007,8,0.3846,Business travel,1,0,20,Eco,28,3/28/14,US,Southeast Airlines Co.,North Carolina,Virginia,7,0,0,No,55,331,8,-80.8158,35.2497,-77.1897,38.8974
Albuquerque,Los Angeles,Blue,32,Female,1,2003,12,0.1429,Personal Travel,1,0,150,Eco,14,3/14/14,OO,Northwest Business Airlines Inc.,California,New Mexico,9,0,5,No,92,677,9,-118.1043,33.9827,-106.6281,35.1434
Tampa,Atlanta,Blue,44,Male,1,2003,2,0.8824,Business travel,2,10,50,Eco,8,01-08-14,FL,FlyHere Airways,Georgia,Florida,18,19,13,No,62,406,9,-84.3319,33.8241,-82.5132,28.0062
Miami,Indianapolis,Blue,73,Male,1,2006,26,-0.4444,Personal Travel,0,0,130,Eco,1,03-01-14,MQ,EnjoyFlying Air Services,Indiana,Florida,18,0,0,No,127,1020,4,-86.1455,39.8113,-80.2314,26.1756
New Orleans,Kansas City,Blue,41,Female,1,2004,28,-0.8065,Business travel,4,25,35,Eco,19,1/19/14,WN,Cheapseats Airlines Inc.,Missouri,Louisiana,11,0,0,No,93,689,8,-94.5949,39.0398,-90.1437,29.9547
Dayton,Chicago,Blue,47,Female,3,2009,38,-0.9,Personal Travel,0,0,0,Eco,12,03-12-14,MQ,EnjoyFlying Air Services,Illinois,Ohio,13,55,59,No,50,240,3,-87.8954,41.8271,-84.1671,39.7549
Atlanta,Panama City,Gold,52,Female,1,2008,1,0.8,Business travel,0,10,50,Eco,7,02-07-14,DL,Sigma Airlines Inc.,Florida,Georgia,7,0,5,No,38,240,9,-85.6773,30.1941,-84.3319,33.8241
Atlanta,South Bend,Blue,50,Female,1,2005,6,-0.2,Business travel,0,0,40,Eco Plus,31,3/31/14,OO,Northwest Business Airlines Inc.,Indiana,Georgia,17,0,0,No,85,566,9,-86.2017,41.7144,-84.3319,33.8241
Dallas,El Paso,Gold,60,Female,1,2009,24,-0.5484,Personal Travel,0,0,30,Eco,5,02-05-14,WN,Cheapseats Airlines Inc.,Texas,Texas,12,16,7,No,73,562,2,-106.389,31.7802,-96.972,32.8127
Billings,Salt Lake City,Blue,70,Female,1,2011,55,-0.7742,Personal Travel,1,0,30,Eco,27,2/27/14,OO,Northwest Business Airlines Inc.,Utah,Montana,21,0,0,No,57,387,7,-111.9295,40.6408,-108.5318,45.7913
Atlanta,Asheville,Silver,28,Male,1,2008,1,0.5,Business travel,0,0,70,Eco,18,1/18/14,DL,Sigma Airlines Inc.,North Carolina,Georgia,7,10,7,No,33,164,9,-82.6642,35.5371,-84.3319,33.8241
Atlanta,Little Rock,Blue,65,Male,1,2007,30,-0.875,Mileage tickets,0,0,90,Eco,16,3/16/14,DL,Sigma Airlines Inc.,Arkansas,Georgia,8,0,0,No,58,453,10,-92.3212,34.7566,-84.3319,33.8241
Los Angeles,Colorado Springs,Blue,50,Female,1,2008,43,-0.7551,Business travel,0,134,90,Eco,26,3/26/14,OO,Northwest Business Airlines Inc.,Colorado,California,6,0,0,No,126,833,10,-104.7706,38.873,-118.1043,33.9827
Brownsville,Houston,Silver,75,Male,1,2010,32,-0.8824,Personal Travel,0,0,125,Eco,26,1/26/14,EV,FlyFast Airways Inc.,Texas,Texas,14,0,0,No,49,308,4,-95.3935,29.7843,-97.4736,25.9664
Baltimore,Atlanta,Blue,23,Female,2,2011,39,-0.3448,Mileage tickets,1,0,59,Eco Plus,16,3/16/14,DL,Sigma Airlines Inc.,Georgia,Maryland,19,17,18,No,79,577,7,-84.3319,33.8241,-76.6478,39.2341
Pittsburgh,Charlotte,Silver,29,Female,1,2005,17,0.4603,Personal Travel,2,41,105,Eco,25,3/25/14,US,Southeast Airlines Co.,North Carolina,Pennsylvania,18,1,0,No,57,366,10,-80.8158,35.2497,-79.951,40.457
Denver,St. Louis,Blue,65,Male,2,2012,25,-0.8519,Business travel,0,140,30,Eco,6,01-06-14,WN,Cheapseats Airlines Inc.,Missouri,Colorado,6,32,35,No,119,770,7,-90.3409,38.6307,-104.9551,39.7108
Las Vegas,Los Angeles,Blue,43,Female,2,2008,38,-0.9,Personal Travel,0,0,30,Eco,30,3/30/14,AA,Paul Smith Airlines Inc.,California,Nevada,16,0,0,No,38,236,7,-118.1043,33.9827,-115.1672,36.1349
San Diego,Denver,Blue,41,Female,2,2006,5,0.3333,Personal Travel,2,120,65,Eco,21,3/21/14,WN,Cheapseats Airlines Inc.,Colorado,California,20,1,7,No,121,853,4,-104.9551,39.7108,-117.1288,32.9287
San Francisco,Kansas City,Silver,42,Female,1,2005,4,-0.1429,Business travel,0,15,60,Eco Plus,12,03-12-14,OO,Northwest Business Airlines Inc.,Missouri,California,6,1,0,No,198,1499,10,-94.5949,39.0398,-122.1585,37.6712
Chicago,New York,Blue,30,Female,1,2003,26,-0.2093,Business travel,2,0,60,Business,27,3/27/14,WN,Cheapseats Airlines Inc.,New York,Illinois,13,0,0,No,117,725,10,-73.9702,40.7184,-87.8954,41.8271
New York,Atlanta,Gold,79,Female,2,2009,21,-0.3548,Personal Travel,0,30,55,Eco,5,02-05-14,FL,FlyHere Airways,Georgia,New York,11,0,0,Yes,94,762,7,-84.3319,33.8241,-73.9702,40.7184
Charlotte,Tampa,Blue,38,Male,2,2011,26,-0.5294,Business travel,0,60,20,Eco,12,03-12-14,US,Southeast Airlines Co.,Florida,North Carolina,19,1,8,No,75,507,6,-82.5132,28.0062,-80.8158,35.2497
Salt Lake City,Los Angeles,Gold,67,Male,1,2011,33,-0.5349,Mileage tickets,0,30,150,Eco,5,01-05-14,OO,Northwest Business Airlines Inc.,California,Utah,21,31,22,No,83,590,7,-118.1043,33.9827,-111.9295,40.6408
Phoenix,St. Louis,Silver,33,Female,1,2006,18,-0.2857,Business travel,2,65,75,Eco,16,3/16/14,WN,Cheapseats Airlines Inc.,Missouri,Arizona,17,2,0,No,156,1262,10,-90.3409,38.6307,-111.97,33.4941
Atlanta,New York,Blue,85,Female,2,2005,41,-0.7447,Personal Travel,0,0,50,Eco,3,02-03-14,MQ,EnjoyFlying Air Services,New York,Georgia,12,0,0,Yes,94,762,7,-73.9702,40.7184,-84.3319,33.8241
San Francisco,Seattle,Silver,39,Male,1,2003,18,0.3208,Business travel,1,45,105,Eco,12,02-12-14,VX,Cool&Young Airlines Inc.,Washington,California,6,0,5,No,117,679,10,-122.2747,47.4684,-122.1585,37.6712
Chicago,Wichita,Blue,48,Female,2,2011,6,0.2,Business travel,0,0,45,Eco,6,02-06-14,MQ,EnjoyFlying Air Services,Kansas,Illinois,6,0,0,No,86,588,7,-97.3273,37.6797,-87.8954,41.8271
New York,Boston,Blue,18,Female,1,2008,20,-0.0256,Personal Travel,1,20,30,Eco,26,2/26/14,B6,OnlyJets Airlines Inc.,Massachusetts,New York,17,0,0,No,46,187,6,-71.1407,42.3731,-73.9702,40.7184
Orlando,San Antonio,Blue,19,Female,2,2004,1,0.7143,Business travel,1,370,100,Eco,18,2/18/14,WN,Cheapseats Airlines Inc.,Texas,Florida,12,31,23,No,124,1041,6,-98.4754,29.5144,-81.4112,28.5844
Des Moines,Houston,Gold,58,Female,1,2012,10,-0.0526,Business travel,0,170,210,Eco,27,3/27/14,EV,FlyFast Airways Inc.,Texas,Iowa,15,15,6,No,109,802,5,-95.3935,29.7843,-93.6561,41.6194
Atlanta,Milwaukee,Blue,32,Male,1,2011,1,0.9231,Business travel,1,0,15,Eco,31,1/31/14,DL,Sigma Airlines Inc.,Wisconsin,Georgia,16,64,64,No,91,669,9,-88.1005,43.0557,-84.3319,33.8241
Houston,Kansas City,Blue,54,Female,1,2008,7,-0.5556,Business travel,0,0,90,Eco,31,1/31/14,OO,Northwest Business Airlines Inc.,Missouri,Texas,18,0,21,No,114,643,8,-94.5949,39.0398,-95.3935,29.7843
Washington,Denver,Blue,36,Female,2,2012,35,-0.5556,Business travel,2,0,30,Business,21,3/21/14,OU,Oursin Airlines Inc.,Colorado,Virginia,16,11,0,No,154,1452,9,-104.9551,39.7108,-77.1897,38.8974
Chicago,Portland,Blue,16,Female,1,2003,13,-0.7333,Business travel,2,240,130,Eco,11,01-11-14,AA,Paul Smith Airlines Inc.,Oregon,Illinois,13,0,0,No,201,1739,9,-122.6511,45.5204,-87.8954,41.8271
Santa Barbara,Los Angeles,Silver,50,Female,1,2006,17,-0.4167,Business travel,0,0,80,Business,30,3/30/14,OO,Northwest Business Airlines Inc.,California,California,11,0,0,No,19,89,9,-118.1043,33.9827,-119.7241,34.4275
Denver,Tampa,Blue,22,Male,1,2003,33,-0.7368,Business travel,1,15,110,Business,4,01-04-14,OU,Oursin Airlines Inc.,Florida,Colorado,8,92,69,No,201,1506,10,-82.5132,28.0062,-104.9551,39.7108
Reno,Salt Lake City,Blue,44,Female,2,2005,26,-0.7333,Business travel,0,75,35,Eco,18,1/18/14,DL,Sigma Airlines Inc.,Utah,Nevada,15,0,0,No,59,422,9,-111.9295,40.6408,-119.7959,39.5326
Chicago,Des Moines,Gold,51,Female,1,2012,32,-0.8824,Personal Travel,1,0,85,Eco Plus,21,3/21/14,MQ,EnjoyFlying Air Services,Iowa,Illinois,10,0,0,No,48,299,8,-93.6561,41.6194,-87.8954,41.8271
Madison,Detroit,Blue,34,Female,1,2007,2,0.6,Business travel,0,5,60,Eco,25,3/25/14,DL,Sigma Airlines Inc.,Michigan,Wisconsin,13,0,0,No,52,311,9,-83.2276,42.49,-89.4299,43.0874
Eugene,Los Angeles,Blue,57,Female,1,2010,29,-0.8125,Personal Travel,1,30,85,Eco,23,1/23/14,OO,Northwest Business Airlines Inc.,California,Oregon,10,0,0,No,106,748,8,-118.1043,33.9827,-123.0766,44.066
San Francisco,New Orleans,Blue,30,Female,1,2008,8,0.4286,Mileage tickets,1,30,120,Eco Plus,31,1/31/14,OU,Oursin Airlines Inc.,Louisiana,California,17,0,0,No,272,1911,10,-90.1437,29.9547,-122.1585,37.6712
Phoenix,Minneapolis,Blue,80,Female,1,2005,31,-0.8788,Business travel,0,0,75,Eco,1,02-01-14,US,Southeast Airlines Co.,Minnesota,Arizona,17,0,0,No,187,1276,7,-93.2798,44.9782,-111.97,33.4941
Durango,Denver,Silver,44,Female,1,2012,17,0.0811,Business travel,1,20,40,Business,20,1/20/14,EV,FlyFast Airways Inc.,Colorado,Colorado,22,10,0,No,42,251,7,-104.9551,39.7108,-107.87,37.2891
Los Angeles,Las Vegas,Gold,68,Female,1,2007,28,-0.4737,Personal Travel,0,30,50,Eco,26,1/26/14,AA,Paul Smith Airlines Inc.,Nevada,California,9,0,0,No,41,236,7,-115.1672,36.1349,-118.1043,33.9827
Memphis,Atlanta,Blue,38,Male,1,2005,39,0.0127,Business travel,2,0,180,Eco,17,2/17/14,DL,Sigma Airlines Inc.,Georgia,Tennessee,13,0,0,No,65,332,10,-84.3319,33.8241,-89.9179,35.0951
Charlotte,Tampa,Gold,60,Female,1,2012,21,-0.4483,Business travel,0,20,120,Business,18,1/18/14,US,Southeast Airlines Co.,Florida,North Carolina,8,0,8,No,73,507,9,-82.5132,28.0062,-80.8158,35.2497
Salt Lake City,Great Falls,Blue,57,Female,2,2011,29,-0.5676,Personal Travel,0,15,15,Eco,11,03-11-14,OO,Northwest Business Airlines Inc.,Montana,Utah,6,0,0,No,72,463,3,-111.2843,47.5014,-111.9295,40.6408
Los Angeles,San Diego,Blue,23,Female,1,2003,20,-0.4286,Business travel,0,0,5,Eco,29,3/29/14,OO,Northwest Business Airlines Inc.,California,California,20,0,0,No,28,109,8,-117.1288,32.9287,-118.1043,33.9827
Houston,Atlanta,Blue,56,Female,1,2004,30,-0.7143,Business travel,0,0,180,Eco,4,02-04-14,WN,Cheapseats Airlines Inc.,Georgia,Texas,12,0,0,No,126,696,7,-84.3319,33.8241,-95.3935,29.7843
Boston,New York,Blue,39,Female,2,2012,14,0.3913,Business travel,1,0,30,Eco,12,02-12-14,B6,OnlyJets Airlines Inc.,New York,Massachusetts,22,22,32,No,31,187,7,-73.9702,40.7184,-71.1407,42.3731
San Diego,Houston,Silver,29,Male,1,2012,24,-0.4545,Business travel,0,0,15,Eco,16,3/16/14,OU,Oursin Airlines Inc.,Texas,California,12,0,0,No,170,1303,7,-95.3935,29.7843,-117.1288,32.9287
Salt Lake City,Indianapolis,Blue,73,Female,2,2011,25,-0.7857,Personal Travel,1,0,135,Eco Plus,3,02-03-14,DL,Sigma Airlines Inc.,Indiana,Utah,17,0,0,No,211,1355,8,-86.1455,39.8113,-111.9295,40.6408
Chicago,Houston,Blue,59,Male,2,2008,17,-0.7895,Business travel,1,73,180,Eco,7,03-07-14,MQ,EnjoyFlying Air Services,Texas,Illinois,11,0,9,No,119,925,1,-95.3935,29.7843,-87.8954,41.8271
Pittsburgh,Charlotte,Blue,22,Female,2,2003,8,0.6522,Mileage tickets,2,50,0,Eco,3,01-03-14,US,Southeast Airlines Co.,North Carolina,Pennsylvania,8,0,0,No,63,366,6,-80.8158,35.2497,-79.951,40.457
Seattle,Los Angeles,Blue,61,Female,1,2006,15,-0.6667,Personal Travel,0,0,60,Eco,25,1/25/14,AS,FlyToSun Airlines Inc.,California,Washington,14,0,0,No,131,954,7,-118.1043,33.9827,-122.2747,47.4684
Dallas,Lubbock,Blue,34,Female,1,2004,26,0.0545,Personal Travel,3,5,65,Eco,9,03-09-14,WN,Cheapseats Airlines Inc.,Texas,Texas,16,0,0,No,51,293,2,-101.8932,33.5592,-96.972,32.8127
Denver,Philadelphia,Silver,50,Female,1,2009,11,-0.1579,Business travel,0,0,25,Eco,4,03-04-14,US,Southeast Airlines Co.,Pennsylvania,Colorado,7,0,0,No,225,1558,8,-75.2984,39.9733,-104.9551,39.7108
Anchorage,Seattle,Silver,50,Female,2,2003,26,-0.9259,Personal Travel,0,15,45,Eco,9,03-09-14,AS,FlyToSun Airlines Inc.,Washington,Alaska,14,0,2,No,200,1448,9,-122.2747,47.4684,-149.8472,61.1679
Miami,Philadelphia,Gold,31,Female,1,2008,12,-0.0435,Business travel,1,45,75,Eco,11,03-11-14,AA,Paul Smith Airlines Inc.,Pennsylvania,Florida,12,0,0,No,140,1013,10,-75.2984,39.9733,-80.2314,26.1756
Austin,Houston,Blue,77,Female,1,2006,28,-0.75,Personal Travel,0,15,70,Eco,6,03-06-14,OU,Oursin Airlines Inc.,Texas,Texas,19,4,0,No,27,140,1,-95.3935,29.7843,-97.7615,30.3585
Seattle,Juneau,Blue,31,Female,1,2011,12,0.1111,Mileage tickets,2,0,30,Eco Plus,15,3/15/14,AS,FlyToSun Airlines Inc.,Alaska,Washington,20,0,1,No,122,909,9,-134.5828,58.3523,-122.2747,47.4684
Washington,Hartford,Blue,69,Female,2,2011,11,-0.2222,Personal Travel,0,45,105,Eco,3,01-03-14,OU,Oursin Airlines Inc.,Connecticut,Virginia,19,202,205,No,58,326,5,-72.6988,41.7401,-77.1897,38.8974
St. Louis,Dallas,Blue,65,Male,1,2011,50,-0.9608,Personal Travel,0,0,30,Eco,4,01-04-14,WN,Cheapseats Airlines Inc.,Texas,Missouri,16,33,30,No,73,546,2,-96.972,32.8127,-90.3409,38.6307
El Paso,Dallas,Blue,47,Male,1,2012,8,-0.2308,Business travel,0,25,25,Eco,1,01-01-14,WN,Cheapseats Airlines Inc.,Texas,Texas,10,0,0,No,84,562,7,-96.972,32.8127,-106.389,31.7802
Brainerd,Minneapolis,Gold,70,Male,2,2006,37,-0.6444,Personal Travel,0,20,35,Eco,7,03-07-14,OO,Northwest Business Airlines Inc.,Minnesota,Minnesota,14,0,0,No,29,114,6,-93.2798,44.9782,-94.2196,46.3588
Denver,Springfield,Blue,22,Female,2,2010,11,-0.2941,Business travel,0,120,150,Eco,10,01-10-14,OO,Northwest Business Airlines Inc.,Missouri,Colorado,13,1,0,No,99,637,9,-93.2871,37.1489,-104.9551,39.7108
Salt Lake City,Denver,Blue,35,Male,2,2010,21,-0.8261,Business travel,1,0,60,Eco,3,01-03-14,F9,GoingNorth Airlines Inc.,Colorado,Utah,14,43,42,No,66,391,4,-104.9551,39.7108,-111.9295,40.6408
Phoenix,Austin,Gold,50,Female,1,2003,18,-0.3846,Mileage tickets,1,0,180,Eco,17,3/17/14,WN,Cheapseats Airlines Inc.,Texas,Arizona,19,14,10,No,133,872,4,-97.7615,30.3585,-111.97,33.4941
Denver,Los Angeles,Platinum,34,Male,2,2003,32,0.0448,Business travel,3,45,15,Business,24,3/24/14,OU,Oursin Airlines Inc.,California,Colorado,18,0,2,No,115,862,8,-118.1043,33.9827,-104.9551,39.7108
Boston,New York,Blue,17,Female,2,2010,0,1,Personal Travel,4,300,90,Eco,21,1/21/14,US,Southeast Airlines Co.,New York,Massachusetts,20,0,0,Yes,94,184,8,-73.9702,40.7184,-71.1407,42.3731
Fairbanks,Seattle,Blue,28,Female,2,2011,8,0.3043,Mileage tickets,2,0,30,Eco Plus,14,2/14/14,AS,FlyToSun Airlines Inc.,Washington,Alaska,13,2,0,No,195,1533,7,-122.2747,47.4684,-147.7057,64.802
Atlanta,Chicago,Silver,52,Male,1,2008,58,-0.8125,Business travel,0,0,30,Eco Plus,28,3/28/14,FL,FlyHere Airways,Illinois,Georgia,14,3,1,No,91,591,9,-87.8954,41.8271,-84.3319,33.8241
Minneapolis,Milwaukee,Blue,55,Male,1,2005,10,0.1667,Business travel,4,0,64,Eco,30,3/30/14,DL,Sigma Airlines Inc.,Wisconsin,Minnesota,19,0,0,No,51,297,9,-88.1005,43.0557,-93.2798,44.9782
Chicago,St. Louis,Gold,47,Female,1,2012,0,1,Business travel,0,25,130,Eco,13,1/13/14,WN,Cheapseats Airlines Inc.,Missouri,Illinois,6,0,0,No,44,251,9,-90.3409,38.6307,-87.8954,41.8271
Manchester,Tampa,Blue,38,Female,1,2010,13,-0.7333,Business travel,2,0,115,Eco,14,3/14/14,WN,Cheapseats Airlines Inc.,Florida,New Hampshire,9,4,0,No,152,1204,10,-82.5132,28.0062,-71.4797,42.991
Denver,Los Angeles,Blue,42,Male,2,2007,18,-0.3333,Business travel,3,0,52,Eco,13,1/13/14,MQ,EnjoyFlying Air Services,California,Colorado,15,63,53,No,113,862,9,-118.1043,33.9827,-104.9551,39.7108
Los Angeles,San Jose,Blue,56,Male,1,2009,15,-0.5789,Business travel,0,10,30,Eco,4,02-04-14,OO,Northwest Business Airlines Inc.,California,California,19,0,0,No,51,308,9,-121.9451,37.3298,-118.1043,33.9827
Orlando,New York,Blue,56,Female,2,2011,11,-0.4667,Business travel,0,0,152,Eco,31,3/31/14,B6,OnlyJets Airlines Inc.,New York,Florida,8,0,24,No,127,944,7,-73.9702,40.7184,-81.4112,28.5844
Houston,St. Louis,Blue,28,Female,2,2003,22,-0.2571,Business travel,1,0,60,Eco Plus,20,1/20/14,WN,Cheapseats Airlines Inc.,Missouri,Texas,16,8,0,No,101,687,9,-90.3409,38.6307,-95.3935,29.7843
Houston,Los Angeles,Blue,40,Female,1,2005,7,-0.0769,Business travel,0,0,60,Eco Plus,7,03-07-14,OU,Oursin Airlines Inc.,California,Texas,7,0,0,No,160,1379,10,-118.1043,33.9827,-95.3935,29.7843
Chicago,Columbia,Blue,59,Female,1,2007,13,-0.2381,Business travel,0,0,270,Eco,1,03-01-14,EV,FlyFast Airways Inc.,South Carolina,Illinois,7,0,0,No,107,667,7,-81.0772,34.0362,-87.8954,41.8271
Anchorage,Seattle,Silver,80,Female,2,2003,15,-0.6667,Personal Travel,0,60,252,Eco,26,3/26/14,AS,FlyToSun Airlines Inc.,Washington,Alaska,19,37,28,No,182,1448,7,-122.2747,47.4684,-149.8472,61.1679
New York,Salt Lake City,Blue,44,Male,3,2007,17,-0.619,Mileage tickets,0,0,20,Eco,27,3/27/14,B6,OnlyJets Airlines Inc.,Utah,New York,23,0,0,No,238,1990,9,-111.9295,40.6408,-73.9702,40.7184
Atlanta,New York,Blue,30,Female,1,2005,25,-0.6129,Business travel,0,180,60,Eco Plus,26,1/26/14,DL,Sigma Airlines Inc.,New York,Georgia,18,49,47,No,113,760,8,-73.9702,40.7184,-84.3319,33.8241
Los Angeles,San Francisco,Blue,65,Male,1,2008,0,1,Business travel,0,0,60,Business,29,1/29/14,AA,Paul Smith Airlines Inc.,California,California,20,13,2,No,53,337,4,-122.1585,37.6712,-118.1043,33.9827
Houston,Los Angeles,Blue,30,Female,1,2009,8,0.1111,Personal Travel,2,10,40,Eco,23,3/23/14,MQ,EnjoyFlying Air Services,California,Texas,19,71,58,No,151,1379,4,-118.1043,33.9827,-95.3935,29.7843
Kansas City,St. Louis,Blue,66,Male,1,2010,29,-0.4872,Business travel,3,0,30,Eco,23,2/23/14,WN,Cheapseats Airlines Inc.,Missouri,Missouri,8,4,5,No,50,237,8,-90.3409,38.6307,-94.5949,39.0398
Portland,San Diego,Gold,51,Female,1,2011,15,-0.4286,Business travel,1,0,60,Eco,20,1/20/14,AS,FlyToSun Airlines Inc.,California,Oregon,14,0,0,No,125,933,9,-117.1288,32.9287,-122.6511,45.5204
Kahului,Anchorage,Blue,42,Male,1,2010,27,-0.6364,Business travel,0,40,45,Eco Plus,18,1/18/14,AS,FlyToSun Airlines Inc.,Alaska,Hawaii,10,37,29,No,350,2797,9,-149.8472,61.1679,-156.4779,20.8864
Buffalo,Atlanta,Blue,19,Male,1,2003,8,-0.7778,Personal Travel,0,95,65,Eco,3,03-03-14,DL,Sigma Airlines Inc.,Georgia,New York,14,0,0,No,95,712,5,-84.3319,33.8241,-78.8237,42.9249
Omaha,Houston,Silver,38,Male,1,2008,6,0.3333,Business travel,2,0,60,Eco,22,2/22/14,EV,FlyFast Airways Inc.,Texas,Nebraska,19,0,0,No,103,781,3,-95.3935,29.7843,-96.0346,41.2349
Denver,Tucson,Blue,23,Female,1,2006,1,0.6667,Business travel,2,0,90,Eco,6,01-06-14,OO,Northwest Business Airlines Inc.,Arizona,Colorado,8,20,44,No,100,639,9,-110.9461,32.2549,-104.9551,39.7108
Dallas,Austin,Blue,34,Male,1,2012,29,-0.7059,Business travel,0,0,120,Eco,17,1/17/14,WN,Cheapseats Airlines Inc.,Texas,Texas,14,12,10,No,42,189,8,-97.7615,30.3585,-96.972,32.8127
Washington,Miami,Blue,29,Male,1,2003,0,1,Business travel,0,25,0,Business,19,2/19/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,8,0,56,No,131,919,8,-80.2314,26.1756,-77.1897,38.8974
Richmond,Atlanta,Blue,17,Male,1,2007,19,-0.3103,Business travel,2,0,80,Business,3,03-03-14,FL,FlyHere Airways,Georgia,Virginia,22,0,0,No,66,481,10,-84.3319,33.8241,-77.488,37.4779
San Francisco,Los Angeles,Blue,75,Male,1,2005,39,-0.814,Personal Travel,0,60,60,Eco,23,1/23/14,WN,Cheapseats Airlines Inc.,California,California,14,4,0,No,53,337,7,-118.1043,33.9827,-122.1585,37.6712
Anchorage,Nome,Blue,76,Female,1,2012,47,-0.9583,Personal Travel,0,30,40,Eco,26,2/26/14,AS,FlyToSun Airlines Inc.,Alaska,Alaska,20,0,0,No,81,539,4,-165.3925,64.4974,-149.8472,61.1679
Detroit,Los Angeles,Silver,41,Female,1,2003,1,0.6667,Business travel,0,80,95,Business,1,01-01-14,DL,Sigma Airlines Inc.,California,Michigan,11,6,0,No,225,1979,10,-118.1043,33.9827,-83.2276,42.49
Reno,Salt Lake City,Silver,32,Female,1,2010,0,1,Personal Travel,4,115,70,Business,17,3/17/14,DL,Sigma Airlines Inc.,Utah,Nevada,21,0,0,No,67,422,9,-111.9295,40.6408,-119.7959,39.5326
Tulsa,Houston,Blue,20,Female,1,2004,0,1,Business travel,1,15,80,Eco Plus,13,3/13/14,EV,FlyFast Airways Inc.,Texas,Oklahoma,10,0,0,No,64,429,4,-95.3935,29.7843,-95.9013,36.1054
Jacksonville,Atlanta,Blue,43,Male,1,2006,7,-0.75,Business travel,0,0,115,Eco,6,03-06-14,DL,Sigma Airlines Inc.,Georgia,Florida,22,35,43,No,48,270,10,-84.3319,33.8241,-81.6427,30.2401
Atlanta,San Antonio,Gold,74,Male,2,2003,33,-0.5714,Personal Travel,0,0,180,Eco,16,3/16/14,DL,Sigma Airlines Inc.,Texas,Georgia,7,0,0,No,106,874,1,-98.4754,29.5144,-84.3319,33.8241
New York,Cleveland,Blue,39,Male,1,2008,34,-0.7,Business travel,0,0,10,Eco,27,1/27/14,MQ,EnjoyFlying Air Services,Ohio,New York,12,73,96,No,77,425,8,-81.6054,41.4436,-73.9702,40.7184
Lafayette,Houston,Gold,26,Female,2,2009,6,0.0769,Personal Travel,1,0,140,Eco,3,02-03-14,EV,FlyFast Airways Inc.,Texas,Louisiana,7,4,13,No,36,201,1,-95.3935,29.7843,-92.0133,30.1654
Fayetteville,Chicago,Blue,36,Female,1,2003,10,-0.25,Business travel,1,0,60,Eco,21,3/21/14,EV,FlyFast Airways Inc.,Illinois,Arkansas,17,0,0,No,84,522,7,-87.8954,41.8271,-94.1798,36.2674
Sitka,Ketchikan,Blue,80,Female,1,2010,32,-0.7297,Personal Travel,0,0,90,Eco Plus,11,01-11-14,AS,FlyToSun Airlines Inc.,Alaska,Alaska,16,0,0,No,37,183,8,-131.6563,55.3472,-135.3766,57.0792
Houston,Tulsa,Blue,85,Male,2,2012,19,-0.8095,Mileage tickets,0,0,70,Eco,31,3/31/14,WN,Cheapseats Airlines Inc.,Oklahoma,Texas,20,9,1,No,69,453,9,-95.9013,36.1054,-95.3935,29.7843
Dallas,Austin,Blue,49,Female,1,2004,28,-0.3023,Mileage tickets,2,90,60,Eco,1,01-01-14,WN,Cheapseats Airlines Inc.,Texas,Texas,16,21,18,No,43,189,5,-97.7615,30.3585,-96.972,32.8127
Houston,San Jose,Blue,45,Male,3,2007,15,-0.3043,Business travel,2,60,40,Eco,18,1/18/14,OU,Oursin Airlines Inc.,California,Texas,6,0,0,No,188,1608,9,-121.9451,37.3298,-95.3935,29.7843
Charlotte,Phoenix,Blue,48,Female,2,2009,13,-0.625,Business travel,0,0,60,Eco,25,2/25/14,US,Southeast Airlines Co.,Arizona,North Carolina,7,0,0,No,186,1773,7,-111.97,33.4941,-80.8158,35.2497
Atlanta,Myrtle Beach,Silver,51,Female,2,2004,24,-0.4545,Business travel,0,95,90,Eco,26,1/26/14,DL,Sigma Airlines Inc.,South Carolina,Georgia,7,0,0,No,58,317,10,-78.8505,33.7636,-84.3319,33.8241
Amarillo,Dallas,Blue,60,Male,1,2011,9,-0.8,Business travel,0,10,40,Eco,15,1/15/14,WN,Cheapseats Airlines Inc.,Texas,Texas,17,5,0,No,58,323,7,-96.972,32.8127,-101.8491,35.1975
Salt Lake City,Orlando,Blue,23,Female,1,2003,21,-0.5556,Business travel,0,0,215,Eco,19,3/19/14,DL,Sigma Airlines Inc.,Florida,Utah,18,0,6,No,281,1931,6,-81.4112,28.5844,-111.9295,40.6408
Myrtle Beach,Atlanta,Silver,40,Female,1,2003,10,0.5122,Personal Travel,2,120,60,Eco,26,3/26/14,EV,FlyFast Airways Inc.,Georgia,South Carolina,16,0,0,No,50,317,8,-84.3319,33.8241,-78.8505,33.7636
